Compute Units: Running Time and Stalls
Compute Unit, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_cu0,5953.465,0.000,0.000,0.000
cc8_cu1,5953.465,0.000,0.000,0.000
cc8_status,5953.465,0.000,0.000,0.000
cc8_ctrl,5953.465,0.000,0.000,0.000

Functions: Running Time and Stalls
Compute Unit, Function, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_105_4_fu_246,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_114_5_fu_255,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_74_2_VITIS_LOOP_78_3_fu_264,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_143_7_fu_224,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_127_6_fu_233,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_105_4_fu_246,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_114_5_fu_255,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_74_2_VITIS_LOOP_78_3_fu_264,5953.465,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_status_U0,5953.465,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0,5953.465,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0/grp_unpack_cc8_nk_core_results_Pipeline_VITIS_LOOP_175_2_VITIS_LOOP_179_3_fu_99,5953.465,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0,5953.465,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0/grp_unpack_cc8_nk_core_results_3_Pipeline_VITIS_LOOP_175_2_VITIS_LOOP_179_3_fu_99,5953.465,0.000,0.000,0.000

Compute Units: Port Data Transfer
Compute Unit, Port, Write Time (us), Outstanding Write (%), Read Time (us), Outstanding Read (%)
cc8_status,m_axi_status,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w4,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w5,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w6,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w7,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w8,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w9,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w10,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w11,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w12,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w13,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w14,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w15,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvk,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvv,0.000,0.000,0.000,0.000

