Compute Units: Running Time and Stalls
Compute Unit, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_status,95.809,0.000,0.000,0.000
cc8_cu0,95.809,0.000,0.000,0.000
cc8_cu1,95.809,0.000,0.000,0.000
cc8_ctrl,95.809,0.000,0.000,0.000

Functions: Running Time and Stalls
Compute Unit, Function, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_clear_cc8_gbuf_cc8_feature_buffer_t_4u_s_fu_872,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_resident_decode_attention_cc8_feature_buffer_t_8u_s_fu_878,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_projection_waves_banked_fu_945,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_current_kv_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1038,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_vector_gbuf_task_inplace_binary_cc8_feature_buffer_t_4u_cc8_feature_buffer_t_4u_s_fu_1043,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_vector_gbuf_task_inplace_binary_cc8_feature_buffer_t_8u_cc8_feature_buffer_t_8u_s_fu_1059,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_resident_k_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1073,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_resident_query_group_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1082,95.809,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_store_cc8_gbuf_to_hbm_cc8_feature_buffer_t_4u_s_fu_1094,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_142_7_fu_224,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_126_6_fu_233,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_104_4_fu_246,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_113_5_fu_255,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_142_7_fu_224,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_126_6_fu_233,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_104_4_fu_246,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_113_5_fu_255,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,95.809,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_status_U0,95.809,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0,95.809,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0/grp_unpack_cc8_nk_core_results_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,95.809,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0,95.809,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0/grp_unpack_cc8_nk_core_results_3_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,95.809,0.000,0.000,0.000

Compute Units: Port Data Transfer
Compute Unit, Port, Write Time (us), Outstanding Write (%), Read Time (us), Outstanding Read (%)
cc8_status,m_axi_status,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w4,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w5,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w6,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w7,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w8,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w9,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w10,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w11,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w12,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w13,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w14,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w15,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvk,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvv,0.000,0.000,0.000,0.000

