Compute Units: Running Time and Stalls
Compute Unit, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_status,365.248,0.000,0.000,0.000
cc8_cu0,365.248,0.000,0.000,0.000
cc8_cu1,365.248,0.000,0.000,0.000
cc8_ctrl,365.248,0.000,0.000,0.000

Functions: Running Time and Stalls
Compute Unit, Function, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_cu1,unpack_cu8_nk_inputs_U0/grp_unpack_cu8_nk_inputs_Pipeline_VITIS_LOOP_115_7_fu_234,365.248,0.000,0.000,0.000
cc8_cu1,unpack_cu8_nk_inputs_U0/grp_unpack_cu8_nk_inputs_Pipeline_VITIS_LOOP_99_6_fu_243,365.248,0.000,0.000,0.000
cc8_cu1,unpack_cu8_nk_inputs_U0/grp_unpack_cu8_nk_inputs_Pipeline_VITIS_LOOP_77_4_fu_256,365.248,0.000,0.000,0.000
cc8_cu1,unpack_cu8_nk_inputs_U0/grp_unpack_cu8_nk_inputs_Pipeline_VITIS_LOOP_86_5_fu_265,365.248,0.000,0.000,0.000
cc8_cu1,unpack_cu8_nk_inputs_U0/grp_unpack_cu8_nk_inputs_Pipeline_VITIS_LOOP_48_3_fu_274,365.248,0.000,0.000,0.000
cc8_cu1,compute_core_8x64_unified_U0,365.248,0.000,0.000,0.000
cc8_cu1,compute_core_8x64_unified_U0/grp_run_cu8_mm_task_fu_165,365.248,0.000,0.000,0.000
cc8_cu1,compute_core_8x64_unified_U0/grp_run_cu8_vector_task_fu_196,365.248,0.000,0.000,0.000
cc8_cu1,pack_cu8_nk_results_U0,365.248,0.000,0.000,0.000
cc8_cu1,pack_cu8_nk_results_U0/grp_pack_cu8_nk_results_Pipeline_VITIS_LOOP_147_2_VITIS_LOOP_151_3_fu_99,365.248,0.000,0.000,0.000
cc8_ctrl,declare_cc8_nk_idle_vector_ports_U0,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_load_cc8_feature_gbuf_cc8_feature_buffer_t_4u_s_fu_795,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_load_cc8_feature_gbuf_cc8_feature_buffer_t_8u_s_fu_803,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_vector_gbuf_task_cc8_feature_buffer_t_4u_cc8_feature_buffer_t_8u_cc8_feature_buffer_t_4u_s_fu_813,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_clear_cc8_gbuf_cc8_feature_buffer_t_8u_s_fu_839,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_apply_cc8_rope_from_aux_fu_852,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_clear_cc8_gbuf_cc8_feature_buffer_t_8u_s_fu_846,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_clear_cc8_gbuf_cc8_feature_buffer_t_4u_s_fu_872,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_resident_decode_attention_cc8_feature_buffer_t_8u_s_fu_878,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_projection_waves_banked_fu_945,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_current_kv_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1038,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_vector_gbuf_task_inplace_binary_cc8_feature_buffer_t_4u_cc8_feature_buffer_t_4u_s_fu_1043,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_run_cc8_vector_gbuf_task_inplace_binary_cc8_feature_buffer_t_8u_cc8_feature_buffer_t_8u_s_fu_1059,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_resident_k_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1073,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_extract_cc8_resident_query_group_from_gbuf_cc8_feature_buffer_t_8u_s_fu_1082,365.248,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_store_cc8_gbuf_to_hbm_cc8_feature_buffer_t_4u_s_fu_1094,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_142_7_fu_224,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_126_6_fu_233,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_104_4_fu_246,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_113_5_fu_255,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_142_7_fu_224,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_126_6_fu_233,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_104_4_fu_246,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_113_5_fu_255,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,365.248,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_status_U0,365.248,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0,365.248,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0/grp_unpack_cc8_nk_core_results_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,365.248,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0,365.248,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0/grp_unpack_cc8_nk_core_results_3_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,365.248,0.000,0.000,0.000

Compute Units: Port Data Transfer
Compute Unit, Port, Write Time (us), Outstanding Write (%), Read Time (us), Outstanding Read (%)
cc8_status,m_axi_status,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w4,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w5,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w6,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w7,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w8,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w9,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w10,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w11,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w12,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w13,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w14,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w15,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvk,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvv,0.000,0.000,0.000,0.000

